,question,answer,context,answer_start,title
4812,có lần nào đạt vậy?,0 lần,"hiện tại tình hình của chỉ tiêu Kênh FO của tổng công ty VDS của tháng 2 trong 4 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 83.5% được đánh giá là Không đạt
T2/2022 đạt được KPI là: 81.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 80.0% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 82.4% được đánh giá là Không đạt",125,viewStat
4813,kết quả kinh doanh tháng 2 năm 2021 là gì?,T2/2021 đạt được KPI là: 80.0% được đánh giá là Không đạt,"hiện tại tình hình của chỉ tiêu Kênh FO của tổng công ty VDS của tháng 2 trong 4 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 83.5% được đánh giá là Không đạt
T2/2022 đạt được KPI là: 81.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 80.0% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 82.4% được đánh giá là Không đạt",298,viewStat
4814,có mấy lần kết quả KPI không đạt?,4 lần,"hiện tại tình hình của chỉ tiêu Kênh FO của tổng công ty VDS của tháng 2 trong 4 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 83.5% được đánh giá là Không đạt
T2/2022 đạt được KPI là: 81.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 80.0% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 82.4% được đánh giá là Không đạt",147,viewStat
4815,,0,"hiện tại tình hình của chỉ tiêu Kênh FO của tổng công ty VDS của tháng 2 trong 4 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 83.5% được đánh giá là Không đạt
T2/2022 đạt được KPI là: 81.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 80.0% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 82.4% được đánh giá là Không đạt",0,viewStat
4816,có mấy lần đạt?,0 lần đạt ,"Vào thời điểm hiện tại, chỉ số Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong tháng 3 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. ",167,viewStat
4817,có mấy lần không đạt?,2 lần không đạt,"Vào thời điểm hiện tại, chỉ số Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong tháng 3 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. ",180,viewStat
4818,chỉ tiêu hiện tại của công ty nào?,VTPOST,"Vào thời điểm hiện tại, chỉ số Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong tháng 3 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. ",104,viewStat
4819,chỉ tiêu hiện tại của công ty nào?,VTS,"Vào thời điểm hiện tại, chỉ số Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong tháng 2 của 3 năm gần nhất đã được đánh giá và có 1 lần đạt và 2 lần không đạt. ",91,viewStat
4820,chỉ tiêu trên có bao nhiêu lần khoogn đạt?,1 lần đạt,"Vào thời điểm hiện tại, chỉ số Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong tháng 2 của 3 năm gần nhất đã được đánh giá và có 1 lần đạt và 2 lần không đạt. ",151,viewStat
4821,vậy có bao nhiêu lần không đạt?,2 lần không đạt,"Vào thời điểm hiện tại, chỉ số Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong tháng 2 của 3 năm gần nhất đã được đánh giá và có 1 lần đạt và 2 lần không đạt. ",164,viewStat
4822,có mấy lần đạt?, 0 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 2 lần. ,175,viewStat
4823,có mấy lần không đạt?,2 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 2 lần. ,198,viewStat
4824,Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát ,Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát,hiện tại tình hình của chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 2 lần. ,32,viewStat
4825,có mấy lần đạt?,0 lần đạt,"Vào thời điểm hiện tại, chỉ số Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH GPON của tổng công ty VTT trong tháng 1 của 3 năm gần nhất đã được đánh giá và có 0 lần đạt và 3 lần không đạt. ",176,viewStat
4826,có mấy lần không đạt?,3 lần không đạt.,"Vào thời điểm hiện tại, chỉ số Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH GPON của tổng công ty VTT trong tháng 1 của 3 năm gần nhất đã được đánh giá và có 0 lần đạt và 3 lần không đạt. ",189,viewStat
4827,tổng công ty nào có chỉ tiêu trên?,tổng công ty VTT,"Vào thời điểm hiện tại, chỉ số Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH GPON của tổng công ty VTT trong tháng 1 của 3 năm gần nhất đã được đánh giá và có 0 lần đạt và 3 lần không đạt. ",103,viewStat
4828,tháng 2 năm 2020 chỉ tiêu có đạt k?,Đạt,"Vào thời điểm hiện tại, chỉ số Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong tháng 2 của 4 năm gần nhất đã được đánh giá và có 2 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 98.8% được đánh giá là Đạt
T2/2022 đạt được KPI là: 83.2% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 81.3% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 98.2% được đánh giá là Đạt",442,viewStat
4829,tháng 2 năm 2021 có đạt hay không?,Không đạt,"Vào thời điểm hiện tại, chỉ số Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong tháng 2 của 4 năm gần nhất đã được đánh giá và có 2 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 98.8% được đánh giá là Đạt
T2/2022 đạt được KPI là: 83.2% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 81.3% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 98.2% được đánh giá là Đạt",384,viewStat
4830,tháng 2 năm 2021 có kết quả KPI là gì?,81.3%,"Vào thời điểm hiện tại, chỉ số Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong tháng 2 của 4 năm gần nhất đã được đánh giá và có 2 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 98.8% được đánh giá là Đạt
T2/2022 đạt được KPI là: 83.2% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 81.3% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 98.2% được đánh giá là Đạt",361,viewStat
4831,tỉ lệ xử lý trong hạn tốt nhất hiện đang đạt được là bao nhiêu?,98.8%,"Vào thời điểm hiện tại, chỉ số Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong tháng 2 của 4 năm gần nhất đã được đánh giá và có 2 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T2/2023 đạt được KPI là: 98.8% được đánh giá là Đạt
T2/2022 đạt được KPI là: 83.2% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 81.3% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 98.2% được đánh giá là Đạt",251,viewStat
4832,"chỉ tiêu tốt nhất đang đạt được là bao nhiêu, khi nào?",T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt,"hiện tại tình hình của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 82.8% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 97.5% được đánh giá là Đạt
T3/2020 đạt được KPI là: 80.2% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt
T5/2020 đạt được KPI là: 80.1% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 80.0% được đánh giá là Không đạt",382,viewStat
4833,chỉ tiêu KPI đạt được trong tháng 3 năm 2020 là bao nhiêu?,80.2%,"hiện tại tình hình của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 82.8% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 97.5% được đánh giá là Đạt
T3/2020 đạt được KPI là: 80.2% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt
T5/2020 đạt được KPI là: 80.1% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 80.0% được đánh giá là Không đạt",349,viewStat
4834,kết quả tốt nhất từng đạt được là bao nhiêu và có vượt kế hoạch không?,T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt,"hiện tại tình hình của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 82.8% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 97.5% được đánh giá là Đạt
T3/2020 đạt được KPI là: 80.2% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt
T5/2020 đạt được KPI là: 80.1% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 80.0% được đánh giá là Không đạt",382,viewStat
4835,tháng này có tỉ lệ phản ánh thành công trên 98%?,T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt,"hiện tại tình hình của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 82.8% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 97.5% được đánh giá là Đạt
T3/2020 đạt được KPI là: 80.2% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt
T5/2020 đạt được KPI là: 80.1% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 80.0% được đánh giá là Không đạt",382,viewStat
4836,kết quả tệ nhất từng đạt được là bao nhiêu?,80.0%,"hiện tại tình hình của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 82.8% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 97.5% được đánh giá là Đạt
T3/2020 đạt được KPI là: 80.2% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt
T5/2020 đạt được KPI là: 80.1% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 80.0% được đánh giá là Không đạt",517,viewStat
4837,tháng mấy tệ nhất?,T6/2020 ,"hiện tại tình hình của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 4 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 82.8% được đánh giá là Không đạt
T2/2020 đạt được KPI là: 97.5% được đánh giá là Đạt
T3/2020 đạt được KPI là: 80.2% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 98.9% được đánh giá là Đạt
T5/2020 đạt được KPI là: 80.1% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 80.0% được đánh giá là Không đạt",492,viewStat
4838,có tổng cộng bao nhiêu lần khoog đạt trong 4 năm vừa qua?,3 lần không đạt,hiện tại tình hình của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong năm 2023 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,139,viewStat
4839,có tổng cộng mấy lần đạt?,1 lần đạt ,hiện tại tình hình của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong năm 2023 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,126,viewStat
4840,tháng 4 năm 2022 có được đánh giá là đạt không?,Đạt,hiện tại tình hình của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong năm 2023 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,290,viewStat
4841,4/2021 có được đánh giá đạt không?,Không đạt,hiện tại tình hình của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong năm 2023 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,342,viewStat
4842,hiện trạng KPI của tháng 4 năm nay như thế nào?,T4/2023 đạt được KPI là: 87.7% được đánh giá là Không đạt,hiện tại tình hình của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn của tổng công ty VTT trong năm 2023 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,184,viewStat
4843,kết quả của chỉ tiêu trên trong tháng 1 năm 2021 như thế nào?,10.7 pa/10k tb/ngày,"hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH Truyền hình số của tổng công ty VTT trong năm 2021 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 10.7 pa/10k tb/ngày được đánh giá là Không đạt",261,viewStat
4844,kết quả trên có đạt không?,Không đạt,"hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH Truyền hình số của tổng công ty VTT trong năm 2021 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 10.7 pa/10k tb/ngày được đánh giá là Không đạt",298,viewStat
4845,tháng 1 năm 2021 có đạt không?,Không đạt,"hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH Truyền hình số của tổng công ty VTT trong năm 2021 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 10.7 pa/10k tb/ngày được đánh giá là Không đạt",298,viewStat
4846,có bao nhiêu lần đạt?,0 lần,"hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH Truyền hình số của tổng công ty VTT trong năm 2021 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 10.7 pa/10k tb/ngày được đánh giá là Không đạt",179,viewStat
4847,có mấy lần đạt?,0 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát của tổng công ty VTPOST của tháng 1 trong 1 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 1 lần. ,171,viewStat
4848,có mấy lần không đạt?,1 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát của tổng công ty VTPOST của tháng 1 trong 1 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 1 lần. ,193,viewStat
4849,chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát của công ty nào?,VTPOST,hiện tại tình hình của chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát của tổng công ty VTPOST của tháng 1 trong 1 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 1 lần. ,100,viewStat
4850,tháng 1 năm 2020 có được đánh giá là Đạt không?,không đạt,"hiện tại tình hình của chỉ tiêu Nhóm dịch vụ viễn thông di động của tổng công ty VTT trong năm 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 2.0 giây được đánh giá là Đạt
T2/2020 đạt được KPI là: 1.8 giây được đánh giá là Đạt
T3/2020 đạt được KPI là: 8.9 giây được đánh giá là Không đạt
T4/2020 đạt được KPI là: 10.7 giây được đánh giá là Không đạt
T5/2020 đạt được KPI là: 14.5 giây được đánh giá là Không đạt
T6/2020 đạt được KPI là: 13.8 giây được đánh giá là Không đạt
T7/2020 đạt được KPI là: 14.4 giây được đánh giá là Không đạt
T8/2020 đạt được KPI là: 5.5 giây được đánh giá là Đạt
T9/2020 đạt được KPI là: 10.1 giây được đánh giá là Không đạt",142,viewStat
4851,có bao nhiêu lần được đánh giá là không đạt trong 9 năm qua?,3 lần,"hiện tại tình hình của chỉ tiêu Nhóm dịch vụ viễn thông di động của tổng công ty VTT trong năm 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 2.0 giây được đánh giá là Đạt
T2/2020 đạt được KPI là: 1.8 giây được đánh giá là Đạt
T3/2020 đạt được KPI là: 8.9 giây được đánh giá là Không đạt
T4/2020 đạt được KPI là: 10.7 giây được đánh giá là Không đạt
T5/2020 đạt được KPI là: 14.5 giây được đánh giá là Không đạt
T6/2020 đạt được KPI là: 13.8 giây được đánh giá là Không đạt
T7/2020 đạt được KPI là: 14.4 giây được đánh giá là Không đạt
T8/2020 đạt được KPI là: 5.5 giây được đánh giá là Đạt
T9/2020 đạt được KPI là: 10.1 giây được đánh giá là Không đạt",133,viewStat
4852,có mấy lần đánh giá đạt?,0,"hiện tại tình hình của chỉ tiêu Nhóm dịch vụ viễn thông di động của tổng công ty VTT trong năm 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 2.0 giây được đánh giá là Đạt
T2/2020 đạt được KPI là: 1.8 giây được đánh giá là Đạt
T3/2020 đạt được KPI là: 8.9 giây được đánh giá là Không đạt
T4/2020 đạt được KPI là: 10.7 giây được đánh giá là Không đạt
T5/2020 đạt được KPI là: 14.5 giây được đánh giá là Không đạt
T6/2020 đạt được KPI là: 13.8 giây được đánh giá là Không đạt
T7/2020 đạt được KPI là: 14.4 giây được đánh giá là Không đạt
T8/2020 đạt được KPI là: 5.5 giây được đánh giá là Đạt
T9/2020 đạt được KPI là: 10.1 giây được đánh giá là Không đạt",0,viewStat
4853,có mấy lần đạt?,1 lần đạt ,"Vào thời điểm hiện tại, chỉ số Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong tháng 9 của 2 năm gần nhất đã được đánh giá và có 1 lần đạt và 1 lần không đạt. ",167,viewStat
4854,có mấy lần không đạt?,1 lần không đạt,"Vào thời điểm hiện tại, chỉ số Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong tháng 9 của 2 năm gần nhất đã được đánh giá và có 1 lần đạt và 1 lần không đạt. ",180,viewStat
4855,chỉ tiêu của tổng công ty nào?, tổng công ty VTPOST,"Vào thời điểm hiện tại, chỉ số Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong tháng 9 của 2 năm gần nhất đã được đánh giá và có 1 lần đạt và 1 lần không đạt. ",90,viewStat
4856,7.2021 có đạt không?,Không đạt,"Vào thời điểm hiện tại, chỉ số Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền của tổng công ty VDS trong tháng 7 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T7/2021 đạt được KPI là: 82.5% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 89.7% được đánh giá là Không đạt",268,viewStat
4857,kết quả chỉ tiêu hiện đang đạt là bao nhiêu?,82.5%,"Vào thời điểm hiện tại, chỉ số Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền của tổng công ty VDS trong tháng 7 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T7/2021 đạt được KPI là: 82.5% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 89.7% được đánh giá là Không đạt",245,viewStat
4858,7.2020 kết quả chỉ tiêu là bao nhiêu?,89.7%,"Vào thời điểm hiện tại, chỉ số Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền của tổng công ty VDS trong tháng 7 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T7/2021 đạt được KPI là: 82.5% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 89.7% được đánh giá là Không đạt",303,viewStat
4859,tháng 7 năm 2020 có đạt hay không?,Không đạt,"Vào thời điểm hiện tại, chỉ số Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền của tổng công ty VDS trong tháng 7 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T7/2021 đạt được KPI là: 82.5% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 89.7% được đánh giá là Không đạt",326,viewStat
4860,có mấy lần không đạt?,không đạt là 1 lần,hiện tại tình hình của chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,196,viewStat
4861,có mấy lần đạt?,1 lần ,hiện tại tình hình của chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,187,viewStat
4862,chỉ tiêu của tổng công ty nào?,tổng công ty VTT,hiện tại tình hình của chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO của tổng công ty VTT trong 2020 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 1 lần. ,126,viewStat
4863,có mấy lần đẠT TRONG SỐ số các lần đã nêu,1 lần,"hiện tại tình hình của chỉ tiêu Phản ánh về SME - Dịch vụ BHXH của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2022 đạt được KPI là: 14.0 pa/10k kh/ ngày được đánh giá là Không đạt
T2/2022 đạt được KPI là: 14.6 pa/10k kh/ ngày được đánh giá là Không đạt
T3/2022 đạt được KPI là: 13.7 pa/10k kh/ ngày được đánh giá là Không đạt
T4/2022 đạt được KPI là: 11.9 pa/10k kh/ ngày được đánh giá là Không đạt
T5/2022 đạt được KPI là: 11.5 pa/10k kh/ ngày được đánh giá là Không đạt
T6/2022 đạt được KPI là: 6.7 pa/10k kh/ ngày được đánh giá là Không đạt
T7/2022 đạt được KPI là: 2.7 pa/10k kh/ ngày được đánh giá là Đạt",128,viewStat
4864,đơn vị của chỉ tiêu là gì?,pa/10k kh/ ngày,"hiện tại tình hình của chỉ tiêu Phản ánh về SME - Dịch vụ BHXH của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2022 đạt được KPI là: 14.0 pa/10k kh/ ngày được đánh giá là Không đạt
T2/2022 đạt được KPI là: 14.6 pa/10k kh/ ngày được đánh giá là Không đạt
T3/2022 đạt được KPI là: 13.7 pa/10k kh/ ngày được đánh giá là Không đạt
T4/2022 đạt được KPI là: 11.9 pa/10k kh/ ngày được đánh giá là Không đạt
T5/2022 đạt được KPI là: 11.5 pa/10k kh/ ngày được đánh giá là Không đạt
T6/2022 đạt được KPI là: 6.7 pa/10k kh/ ngày được đánh giá là Không đạt
T7/2022 đạt được KPI là: 2.7 pa/10k kh/ ngày được đánh giá là Đạt",434,viewStat
4865,đạt bao nhiêu lần?,1 lần,"hiện tại tình hình của chỉ tiêu Phản ánh về SME - Dịch vụ BHXH của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2022 đạt được KPI là: 14.0 pa/10k kh/ ngày được đánh giá là Không đạt
T2/2022 đạt được KPI là: 14.6 pa/10k kh/ ngày được đánh giá là Không đạt
T3/2022 đạt được KPI là: 13.7 pa/10k kh/ ngày được đánh giá là Không đạt
T4/2022 đạt được KPI là: 11.9 pa/10k kh/ ngày được đánh giá là Không đạt
T5/2022 đạt được KPI là: 11.5 pa/10k kh/ ngày được đánh giá là Không đạt
T6/2022 đạt được KPI là: 6.7 pa/10k kh/ ngày được đánh giá là Không đạt
T7/2022 đạt được KPI là: 2.7 pa/10k kh/ ngày được đánh giá là Đạt",128,viewStat
4866,chỉ tiêu tháng 7.2022 có vượt mục tiêu không?,Đạt,"hiện tại tình hình của chỉ tiêu Phản ánh về SME - Dịch vụ BHXH của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2022 đạt được KPI là: 14.0 pa/10k kh/ ngày được đánh giá là Không đạt
T2/2022 đạt được KPI là: 14.6 pa/10k kh/ ngày được đánh giá là Không đạt
T3/2022 đạt được KPI là: 13.7 pa/10k kh/ ngày được đánh giá là Không đạt
T4/2022 đạt được KPI là: 11.9 pa/10k kh/ ngày được đánh giá là Không đạt
T5/2022 đạt được KPI là: 11.5 pa/10k kh/ ngày được đánh giá là Không đạt
T6/2022 đạt được KPI là: 6.7 pa/10k kh/ ngày được đánh giá là Không đạt
T7/2022 đạt được KPI là: 2.7 pa/10k kh/ ngày được đánh giá là Đạt",684,viewStat
